taxon_oid	Name	Classification	Root-NotRoot	Taxonomic_Group	IMG_Phylum	IMG_Class	IMG_Order	IMG_Family	IMG_Genus	Isolation_Site
2643221894	Microbacterium_sp._Leaf320	PA	PA	Actinobacteria_one	Actinobacteria	Actinobacteria	Micrococcales	Microbacteriaceae	Microbacterium	Cologne
2643221918	Microbacterium_sp._Leaf179	PA	PA	Actinobacteria_one	Actinobacteria	Actinobacteria	Micrococcales	Microbacteriaceae	Microbacterium	Cologne
2643221919	Microbacterium_sp._Leaf347	PA	PA	Actinobacteria_one	Actinobacteria	Actinobacteria	Micrococcales	Microbacteriaceae	Microbacterium	Cologne
2643221745	Microbacterium_sp._Leaf203	PA	PA	Actinobacteria_one	Actinobacteria	Actinobacteria	Micrococcales	Microbacteriaceae	Microbacterium	Cologne
2643221911	Plantibacter_sp._Leaf171	PA	PA	Actinobacteria_one	Actinobacteria	Actinobacteria	Micrococcales	Microbacteriaceae	Plantibacter	Cologne
2643221893	Plantibacter_sp._Leaf314	PA	PA	Actinobacteria_one	Actinobacteria	Actinobacteria	Micrococcales	Microbacteriaceae	Plantibacter	Cologne
2643221885	Rathayibacter_sp._Leaf299	PA	PA	Actinobacteria_one	Actinobacteria	Actinobacteria	Micrococcales	Microbacteriaceae	Rathayibacter	Cologne
2643221883	Rathayibacter_sp._Leaf296	PA	PA	Actinobacteria_one	Actinobacteria	Actinobacteria	Micrococcales	Microbacteriaceae	Rathayibacter	Cologne
2643221880	Rathayibacter_sp._Leaf294	PA	PA	Actinobacteria_one	Actinobacteria	Actinobacteria	Micrococcales	Microbacteriaceae	Rathayibacter	Cologne
2582580973	Clavibacter_cf._michiganensis_LMG_26808	PA	PA	Actinobacteria_one	Actinobacteria	Actinobacteria	Micrococcales	Microbacteriaceae	Clavibacter	Unknown
640427108	Clavibacter_michiganensis_michiganensis_NCPPB_382	PA	PA	Actinobacteria_one	Actinobacteria	Actinobacteria	Actinomycetales	Microbacteriaceae	Clavibacter	Unknown
2540341046	Clavibacter_michiganensis_nebraskensis_NCPPB_2581	PA	PA	Actinobacteria_one	Actinobacteria	Actinobacteria	Actinomycetales	Microbacteriaceae	Clavibacter	Unknown
642555124	Clavibacter_michiganensis_sepedonicus_ATCC_33113	PA	PA	Actinobacteria_one	Actinobacteria	Actinobacteria	Actinomycetales	Microbacteriaceae	Clavibacter	Unknown
2554235749	Leifsonia_xyli_cynodontis_DSM_46306	PA	PA	Actinobacteria_one	Actinobacteria	Actinobacteria	Actinomycetales	Microbacteriaceae	Leifsonia	Unknown
2623620936	Leifsonia_xyli_xyli_CTCB07	PA	PA	Actinobacteria_one	Actinobacteria	Actinobacteria	Micrococcales	Microbacteriaceae	Leifsonia	Unknown
2551306110	Microbacterium_barkeri_2011-R4	PA	PA	Actinobacteria_one	Actinobacteria	Actinobacteria	Actinomycetales	Microbacteriaceae	Microbacterium	Unknown
2576861779	Microbacterium_oleivorans_RIT293	PA	PA	Actinobacteria_one	Actinobacteria	Actinobacteria	Actinomycetales	Microbacteriaceae	Microbacterium	Unknown
2579778925	Microbacterium_paraoxydans_DH1b	PA	PA	Actinobacteria_one	Actinobacteria	Actinobacteria	Actinomycetales	Microbacteriaceae	Microbacterium	Unknown
2608642165	Microbacterium_sp._RU370.1	PA	PA	Actinobacteria_one	Actinobacteria	Actinobacteria	Actinomycetales	Microbacteriaceae	Microbacterium	Unknown
650716057	Microbacterium_testaceum_StLB037	PA	PA	Actinobacteria_one	Actinobacteria	Actinobacteria	Actinomycetales	Microbacteriaceae	Microbacterium	Unknown
2524023208	Rathayibacter_toxicus_DSM_7488	PA	PA	Actinobacteria_one	Actinobacteria	Actinobacteria	Actinomycetales	Microbacteriaceae	Rathayibacter	Unknown
2615840536	Arthrobacter_sp._CF158	PA	PA	Actinobacteria_one	Actinobacteria	Actinobacteria	Actinomycetales	Micrococcaceae	Arthrobacter	Populus
2609459768	Arthrobacter_sp._OK362	PA	PA	Actinobacteria_one	Actinobacteria	Actinobacteria	Actinomycetales	Micrococcaceae	Arthrobacter	Populus
2609459742	Arthrobacter_sp._OK909	PA	PA	Actinobacteria_one	Actinobacteria	Actinobacteria	Actinomycetales	Micrococcaceae	Arthrobacter	Populus
2609459726	Arthrobacter_sp._OV118	PA	PA	Actinobacteria_one	Actinobacteria	Actinobacteria	Actinomycetales	Micrococcaceae	Arthrobacter	Populus
2609459738	Arthrobacter_sp._OV407	PA	PA	Actinobacteria_one	Actinobacteria	Actinobacteria	Actinomycetales	Micrococcaceae	Arthrobacter	Populus
2615840638	Arthrobacter_sp._YR096	PA	PA	Actinobacteria_one	Actinobacteria	Actinobacteria	Actinomycetales	Micrococcaceae	Arthrobacter	Populus
2643221899	Arthrobacter_sp._Leaf145	PA	PA	Actinobacteria_one	Actinobacteria	Actinobacteria	Micrococcales	Micrococcaceae	Arthrobacter	Cologne
2643221810	Arthrobacter_sp._Leaf141	PA	PA	Actinobacteria_one	Actinobacteria	Actinobacteria	Micrococcales	Micrococcaceae	Arthrobacter	Cologne
2643221808	Arthrobacter_sp._Leaf137	PA	PA	Actinobacteria_one	Actinobacteria	Actinobacteria	Micrococcales	Micrococcaceae	Arthrobacter	Cologne
2643221913	Arthrobacter_sp._Leaf337	PA	PA	Actinobacteria_one	Actinobacteria	Actinobacteria	Micrococcales	Micrococcaceae	Arthrobacter	Cologne
2643221781	Arthrobacter_sp._Leaf69	PA	PA	Actinobacteria_one	Actinobacteria	Actinobacteria	Micrococcales	Micrococcaceae	Arthrobacter	Cologne
2643221784	Arthrobacter_sp._Leaf234	PA	PA	Actinobacteria_one	Actinobacteria	Actinobacteria	Micrococcales	Micrococcaceae	Arthrobacter	Cologne
2554235227	Arthrobacter_sp._PAO19	PA	PA	Actinobacteria_one	Actinobacteria	Actinobacteria	Actinomycetales	Micrococcaceae	Arthrobacter	Unknown
2562617128	Kocuria_palustris_TAGA27	PA	PA	Actinobacteria_one	Actinobacteria	Actinobacteria	Actinomycetales	Micrococcaceae	Kocuria	Unknown
642555133	Kocuria_rhizophila_DC2201	PA	PA	Actinobacteria_one	Actinobacteria	Actinobacteria	Actinomycetales	Micrococcaceae	Kocuria	Unknown
2630968475	Arthrobacter_chlorophenolicus_Mor30.16	PA	PA	Actinobacteria_one	Actinobacteria	Actinobacteria	Micrococcales	Micrococcaceae	Arthrobacter	Unknown
2643221957	Rhodococcus_sp._Leaf278	PA	PA	Actinobacteria_two	Actinobacteria	Actinobacteria	Corynebacteriales	Nocardiaceae	Rhodococcus	Cologne
2643221954	Rhodococcus_sp._Leaf233	PA	PA	Actinobacteria_two	Actinobacteria	Actinobacteria	Corynebacteriales	Nocardiaceae	Rhodococcus	Cologne
2643221956	Rhodococcus_sp._Leaf258	PA	PA	Actinobacteria_two	Actinobacteria	Actinobacteria	Corynebacteriales	Nocardiaceae	Rhodococcus	Cologne
2643221955	Rhodococcus_sp._Leaf247	PA	PA	Actinobacteria_two	Actinobacteria	Actinobacteria	Corynebacteriales	Nocardiaceae	Rhodococcus	Cologne
2563367078	Nocardia_jiangxiensis_NBRC_101359	PA	PA	Actinobacteria_two	Actinobacteria	Actinobacteria	Actinomycetales	Nocardiaceae	Nocardia	Unknown
2547132424	Nocardia_nova_SH22a_(NONO)	PA	PA	Actinobacteria_two	Actinobacteria	Actinobacteria	Actinomycetales	Nocardiaceae	Nocardia	Unknown
2521172603	Nocardia_sp._BMG111209	PA	PA	Actinobacteria_two	Actinobacteria	Actinobacteria	Actinomycetales	Nocardiaceae	Nocardia	Unknown
2545824538	Nocardia_sp._BMG51109	PA	PA	Actinobacteria_two	Actinobacteria	Actinobacteria	Actinomycetales	Nocardiaceae	Nocardia	Unknown
2597490086	Rhodococcus_erythropolis_R138	PA	PA	Actinobacteria_two	Actinobacteria	Actinobacteria	Actinomycetales	Nocardiaceae	Rhodococcus	Unknown
2609460256	Rhodococcus_fascians_A22b	PA	PA	Actinobacteria_two	Actinobacteria	Actinobacteria	Actinomycetales	Nocardiaceae	Rhodococcus	Unknown
2565956761	Rhodococcus_qingshengii_BKS_20-40	PA	PA	Actinobacteria_two	Actinobacteria	Actinobacteria	Actinomycetales	Nocardiaceae	Rhodococcus	Unknown
2643221878	Aeromicrobium_sp._Leaf291	PA	PA	Actinobacteria_one	Actinobacteria	Actinobacteria	Propionibacteriales	Nocardioidaceae	Aeromicrobium	Cologne
2643221834	Aeromicrobium_sp._Leaf245	PA	PA	Actinobacteria_one	Actinobacteria	Actinobacteria	Propionibacteriales	Nocardioidaceae	Aeromicrobium	Cologne
2643221800	Aeromicrobium_sp._Leaf272	PA	PA	Actinobacteria_one	Actinobacteria	Actinobacteria	Propionibacteriales	Nocardioidaceae	Aeromicrobium	Cologne
2643221831	Marmoricola_sp._Leaf446	PA	PA	Actinobacteria_one	Actinobacteria	Actinobacteria	Propionibacteriales	Nocardioidaceae	Marmoricola	Cologne
2643221890	Nocardioides_sp._Leaf307	PA	PA	Actinobacteria_one	Actinobacteria	Actinobacteria	Propionibacteriales	Nocardioidaceae	Nocardioides	Cologne
2643221873	Nocardioides_sp._Leaf285	PA	PA	Actinobacteria_one	Actinobacteria	Actinobacteria	Propionibacteriales	Nocardioidaceae	Nocardioides	Cologne
2515154155	Actinopolymorpha_alba_DSM_45243	PA	PA	Actinobacteria_one	Actinobacteria	Actinobacteria	Actinomycetales	Nocardioidaceae	Actinopolymorpha	Unknown
2627853595	Propionicimonas_paludicola_DSM_15597	PA	PA	Actinobacteria_one	Actinobacteria	Actinobacteria	Actinomycetales	Nocardioidaceae	Propionicimonas	Unknown
646564576	Streptomyces_scabiei_87.22	PA	PA	Actinobacteria_one	Actinobacteria	Actinobacteria	Actinomycetales	Streptomycetaceae	Streptomyces	Unknown
2602041786	Streptomyces_sp._R1-NS-10	PA	PA	Actinobacteria_one	Actinobacteria	Actinobacteria	Actinomycetales	Streptomycetaceae	Streptomyces	Unknown
2554235005	Streptomyces_violaceusniger_SPC6	PA	PA	Actinobacteria_one	Actinobacteria	Actinobacteria	Actinomycetales	Streptomycetaceae	Streptomyces	Unknown
2639763148	Actinobacteria_bacterium_OV450	PA	PA	Actinobacteria_one	Actinobacteria	Actinobacteria	unclassified	unclassified	unclassified	Unknown
2636416125	Bacillus_licheniformis_12759	PA	PA	Bacillales	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus	Unknown
2643221950	Bacillus_sp._Leaf49	PA	PA	Bacillales	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus	Cologne
2643221951	Bacillus_sp._Leaf75	PA	PA	Bacillales	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus	Cologne
2643221959	Bacillus_sp._Leaf406	PA	PA	Bacillales	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus	Cologne
2537562209	Bacillus_sp._M_2-6	PA	PA	Bacillales	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus	Unknown
2511231119	Bacillus_amyloliquefaciens_CAU-B946	PA	PA	Bacillales	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus	Unknown
2576861732	Bacillus_amyloliquefaciens_EBL11	PA	PA	Bacillales	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus	Unknown
2545555800	Bacillus_amyloliquefaciens_EGD-AQ14	PA	PA	Bacillales	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus	Unknown
2519899543	Bacillus_amyloliquefaciens_plantarum_AS43.3	PA	PA	Bacillales	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus	Unknown
2585428018	Bacillus_amyloliquefaciens_plantarum_w2	PA	PA	Bacillales	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus	Unknown
2563366598	Bacillus_amyloliquefaciens_TrigoCor1448	PA	PA	Bacillales	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus	Unknown
2568526306	Bacillus_amyloliquefaciens_UASWS_BA1	PA	PA	Bacillales	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus	Unknown
2540341147	Bacillus_amyloliquefaciens_plantarum_UCMB5036	PA	PA	Bacillales	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus	Unknown
2540341129	Bacillus_amyloliquefaciens_Y2	PA	PA	Bacillales	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus	Unknown
2541047519	Bacillus_atrophaeus_UCMB-5137	PA	PA	Bacillales	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus	Unknown
2599185264	Bacillus_endophyticus_DSM_13796	PA	PA	Bacillales	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus	Unknown
2571042641	Bacillus_pumilus_INR7	PA	PA	Bacillales	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus	Unknown
2554235283	Bacillus_safensis_VK	PA	PA	Bacillales	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus	Unknown
2513237296	Bacillus_sp._5B6	PA	PA	Bacillales	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus	Unknown
2513237216	Bacillus_sp._JS	PA	PA	Bacillales	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus	Unknown
2551306519	Bacillus_sp._WBUNB004	PA	PA	Bacillales	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus	Unknown
2603880214	Bacillus_sp._YF23	PA	PA	Bacillales	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus	Unknown
649633011	Bacillus_subtilis_BSn5	PA	PA	Bacillales	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus	Unknown
2579779026	Bacillus_subtilis_PTS394	PA	PA	Bacillales	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus	Unknown
2585427626	Bacillus_subtilis_subtilis_OH_131.1	PA	PA	Bacillales	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus	Unknown
2540341094	Bacillus_subtilis_XF-1	PA	PA	Bacillales	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus	Unknown
640753005	Bacillus_amyloliquefaciens_plantarum_FZB42	PA	PA	Bacillales	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus	Unknown
2636415699	Bacillus_marisflavi_LK19	PA	PA	Bacillales	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus	Unknown
2636415569	Bacillus_vanillea_XY18	PA	PA	Bacillales	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus	Unknown
2634166463	Bacillus_marisflavi_LK26	PA	PA	Bacillales	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus	Unknown
2623621011	Bacillus_mycoides_B38V	PA	PA	Bacillales	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus	Unknown
2528768035	beta_proteobacterium_JGI_0001001-A11	PA	PA	Burkholderiales	Proteobacteria	Betaproteobacteria	unclassified	unclassified	unclassified	Unknown
2615840603	Albidiferax_sp._OV413	PA	PA	Burkholderiales	Proteobacteria	Betaproteobacteria	Burkholderiales	Comamonadaceae	unclassified	Populus
2582581311	Burkholderia_sp._WP42	PA	PA	Burkholderiales	Proteobacteria	Betaproteobacteria	Burkholderiales	Burkholderiaceae	Burkholderia	Populus
2615840639	Burkholderia_vietnamiensis_WPB	PA	PA	Burkholderiales	Proteobacteria	Betaproteobacteria	Burkholderiales	Burkholderiaceae	Burkholderia	Populus
2609459734	Collimonas_sp._OK307	PA	PA	Burkholderiales	Proteobacteria	Betaproteobacteria	Burkholderiales	Oxalobacteraceae	Collimonas	Populus
2585428062	Methylibium_sp._CF059	PA	PA	Burkholderiales	Proteobacteria	Betaproteobacteria	Burkholderiales	unclassified	Methylibium	Populus
2643221916	Burkholderia_sp._Leaf177	PA	PA	Burkholderiales	Proteobacteria	Betaproteobacteria	Burkholderiales	Burkholderiaceae	Burkholderia	Cologne
2643221792	Acidovorax_sp._Leaf84	PA	PA	Burkholderiales	Proteobacteria	Betaproteobacteria	Burkholderiales	Comamonadaceae	Acidovorax	Cologne
2643221907	Acidovorax_sp._Leaf160	PA	PA	Burkholderiales	Proteobacteria	Betaproteobacteria	Burkholderiales	Comamonadaceae	Acidovorax	Cologne
2643221789	Acidovorax_sp._Leaf78	PA	PA	Burkholderiales	Proteobacteria	Betaproteobacteria	Burkholderiales	Comamonadaceae	Acidovorax	Cologne
2643221788	Acidovorax_sp._Leaf76	PA	PA	Burkholderiales	Proteobacteria	Betaproteobacteria	Burkholderiales	Comamonadaceae	Acidovorax	Cologne
2643221867	Pseudorhodoferax_sp._Leaf274	PA	PA	Burkholderiales	Proteobacteria	Betaproteobacteria	Burkholderiales	Comamonadaceae	Pseudorhodoferax	Cologne
2643221797	Pseudorhodoferax_sp._Leaf267	PA	PA	Burkholderiales	Proteobacteria	Betaproteobacteria	Burkholderiales	Comamonadaceae	Pseudorhodoferax	Cologne
2643221795	Pseudorhodoferax_sp._Leaf265	PA	PA	Burkholderiales	Proteobacteria	Betaproteobacteria	Burkholderiales	Comamonadaceae	Pseudorhodoferax	Cologne
2643221821	Ramlibacter_sp._Leaf400	PA	PA	Burkholderiales	Proteobacteria	Betaproteobacteria	Burkholderiales	Comamonadaceae	Ramlibacter	Cologne
2643221888	Duganella_sp._Leaf126	PA	PA	Burkholderiales	Proteobacteria	Betaproteobacteria	Burkholderiales	Oxalobacteraceae	Duganella	Cologne
2643221776	Duganella_sp._Leaf61	PA	PA	Burkholderiales	Proteobacteria	Betaproteobacteria	Burkholderiales	Oxalobacteraceae	Duganella	Cologne
2643221809	Massilia_sp._Leaf139	PA	PA	Burkholderiales	Proteobacteria	Betaproteobacteria	Burkholderiales	Oxalobacteraceae	Massilia	Cologne
2643221752	Xylophilus_sp._Leaf220	PA	PA	Burkholderiales	Proteobacteria	Betaproteobacteria	Burkholderiales	unclassified	Xylophilus	Cologne
650716004	Acidovorax_avenae_avenae_ATCC_19860	PA	PA	Burkholderiales	Proteobacteria	Betaproteobacteria	Burkholderiales	Comamonadaceae	Acidovorax	Unknown
2547132080	Acidovorax_avenae_avenae_RS-1	PA	PA	Burkholderiales	Proteobacteria	Betaproteobacteria	Burkholderiales	Comamonadaceae	Acidovorax	Unknown
639633002	Acidovorax_avenae_citrulli_AAC00-1	PA	PA	Burkholderiales	Proteobacteria	Betaproteobacteria	Burkholderiales	Comamonadaceae	Acidovorax	Unknown
2563366540	Acidovorax_oryzae_ATCC_19882	PA	PA	Burkholderiales	Proteobacteria	Betaproteobacteria	Burkholderiales	Comamonadaceae	Acidovorax	Unknown
2615840716	Acidovorax_valerianellae_DSM_16619	PA	PA	Burkholderiales	Proteobacteria	Betaproteobacteria	Burkholderiales	Comamonadaceae	Acidovorax	Unknown
2582580767	Burkholderia_acidipaludis_NBRC_101816	PA	PA	Burkholderiales	Proteobacteria	Betaproteobacteria	Burkholderiales	Burkholderiaceae	Burkholderia	Unknown
2585427717	Burkholderia_andropogonis_Ba3549	PA	PA	Burkholderiales	Proteobacteria	Betaproteobacteria	Burkholderiales	Burkholderiaceae	Burkholderia	Unknown
2579779093	Burkholderia_caledonica_NBRC_102488	PA	PA	Burkholderiales	Proteobacteria	Betaproteobacteria	Burkholderiales	Burkholderiaceae	Burkholderia	Unknown
641522609	Burkholderia_cenocepacia_MC0-3	PA	PA	Burkholderiales	Proteobacteria	Betaproteobacteria	Burkholderiales	Burkholderiaceae	Burkholderia	Unknown
637000047	Burkholderia_cepacia_AMMD	PA	PA	Burkholderiales	Proteobacteria	Betaproteobacteria	Burkholderiales	Burkholderiaceae	Burkholderia	Unknown
2537562250	Burkholderia_cepacia_Bu72	PA	PA	Burkholderiales	Proteobacteria	Betaproteobacteria	Burkholderiales	Burkholderiaceae	Burkholderia	Unknown
2509276048	"Burkholderia_cepacia_UCB_717,_ATCC_25416"	PA	PA	Burkholderiales	Proteobacteria	Betaproteobacteria	Burkholderiales	Burkholderiaceae	Burkholderia	Unknown
650716013	Burkholderia_gladioli_BSR3	PA	PA	Burkholderiales	Proteobacteria	Betaproteobacteria	Burkholderiales	Burkholderiaceae	Burkholderia	Unknown
2600255057	Burkholderia_gladioli_NBRC_13700	PA	PA	Burkholderiales	Proteobacteria	Betaproteobacteria	Burkholderiales	Burkholderiaceae	Burkholderia	Unknown
643692013	Burkholderia_glumae_BGR1	PA	PA	Burkholderiales	Proteobacteria	Betaproteobacteria	Burkholderiales	Burkholderiaceae	Burkholderia	Unknown
641736151	Burkholderia_graminis_C4D1M	PA	PA	Burkholderiales	Proteobacteria	Betaproteobacteria	Burkholderiales	Burkholderiaceae	Burkholderia	Unknown
2609460223	Burkholderia_grimmiae_R27	PA	PA	Burkholderiales	Proteobacteria	Betaproteobacteria	Burkholderiales	Burkholderiaceae	Burkholderia	Unknown
2600255069	Burkholderia_heleia_NBRC_101817	PA	PA	Burkholderiales	Proteobacteria	Betaproteobacteria	Burkholderiales	Burkholderiaceae	Burkholderia	Unknown
2600255067	Burkholderia_kururiensis_thiooxydans_NBRC_107107	PA	PA	Burkholderiales	Proteobacteria	Betaproteobacteria	Burkholderiales	Burkholderiaceae	Burkholderia	Unknown
2597490288	Burkholderia_pyrrocinia_Lyc2	PA	PA	Burkholderiales	Proteobacteria	Betaproteobacteria	Burkholderiales	Burkholderiaceae	Burkholderia	Unknown
2562617112	Burkholderia_sp._BT03	PA	PA	Burkholderiales	Proteobacteria	Betaproteobacteria	Burkholderiales	Burkholderiaceae	Burkholderia	Unknown
2515154122	Burkholderia_sp._JPY251	PA	PA	Burkholderiales	Proteobacteria	Betaproteobacteria	Burkholderiales	Burkholderiaceae	Burkholderia	Unknown
2515154123	Burkholderia_sp._JPY347	PA	PA	Burkholderiales	Proteobacteria	Betaproteobacteria	Burkholderiales	Burkholderiaceae	Burkholderia	Unknown
2522572104	Burkholderia_sp._URHA0054	PA	PA	Burkholderiales	Proteobacteria	Betaproteobacteria	Burkholderiales	Burkholderiaceae	Burkholderia	Unknown
2513237166	Burkholderia_sp._UYPR1.413	PA	PA	Burkholderiales	Proteobacteria	Betaproteobacteria	Burkholderiales	Burkholderiaceae	Burkholderia	Unknown
2513237151	Burkholderia_sp._WSM2230	PA	PA	Burkholderiales	Proteobacteria	Betaproteobacteria	Burkholderiales	Burkholderiaceae	Burkholderia	Unknown
2516653074	Burkholderia_sp._WSM4176	PA	PA	Burkholderiales	Proteobacteria	Betaproteobacteria	Burkholderiales	Burkholderiaceae	Burkholderia	Unknown
650716028	Collimonas_fungivorans_Ter331	PA	PA	Burkholderiales	Proteobacteria	Betaproteobacteria	Burkholderiales	Oxalobacteraceae	Collimonas	Unknown
