taxon_oid	Name	Classification	Root-NotRoot	Taxonomic_Group	IMG_Phylum	IMG_Class	IMG_Order	IMG_Family	IMG_Genus	Isolation_Site
2576861758	Delftia_sp._RIT313	PA	PA	Burkholderiales	Proteobacteria	Betaproteobacteria	Burkholderiales	Comamonadaceae	Delftia	Unknown
2540341032	Herbaspirillum_frisingense_GSF30	PA	PA	Burkholderiales	Proteobacteria	Betaproteobacteria	Burkholderiales	Oxalobacteraceae	Herbaspirillum	Unknown
2551306410	Herbaspirillum_seropedicae_Os45	PA	PA	Burkholderiales	Proteobacteria	Betaproteobacteria	Burkholderiales	Oxalobacteraceae	Herbaspirillum	Unknown
648028033	Herbaspirillum_seropedicae_SmR1	PA	PA	Burkholderiales	Proteobacteria	Betaproteobacteria	Burkholderiales	Oxalobacteraceae	Herbaspirillum	Unknown
2521172590	Herbaspirillum_sp._GW103	PA	PA	Burkholderiales	Proteobacteria	Betaproteobacteria	Burkholderiales	Oxalobacteraceae	Herbaspirillum	Unknown
2576861772	Janthinobacterium_lividum_RIT308	PA	PA	Burkholderiales	Proteobacteria	Betaproteobacteria	Burkholderiales	Oxalobacteraceae	Janthinobacterium	Unknown
2597490279	Ralstonia_solanacearum_23-10BR	PA	PA	Burkholderiales	Proteobacteria	Betaproteobacteria	Burkholderiales	Burkholderiaceae	Ralstonia	Unknown
2561511243	Ralstonia_solanacearum_CFBP2957	PA	PA	Burkholderiales	Proteobacteria	Betaproteobacteria	Burkholderiales	Burkholderiaceae	Ralstonia	Unknown
2561511242	Ralstonia_solanacearum_CMR15	PA	PA	Burkholderiales	Proteobacteria	Betaproteobacteria	Burkholderiales	Burkholderiaceae	Ralstonia	Unknown
2518285588	Ralstonia_solanacearum_FQY_4	PA	PA	Burkholderiales	Proteobacteria	Betaproteobacteria	Burkholderiales	Burkholderiaceae	Ralstonia	Unknown
2623620877	Ralstonia_solanacearum_GMI1000	PA	PA	Burkholderiales	Proteobacteria	Betaproteobacteria	Burkholderiales	Burkholderiaceae	Ralstonia	Unknown
2541047091	Ralstonia_solanacearum_MolK2	PA	PA	Burkholderiales	Proteobacteria	Betaproteobacteria	Burkholderiales	Burkholderiaceae	Ralstonia	Unknown
2597490294	Ralstonia_solanacearum_NCPPB_282	PA	PA	Burkholderiales	Proteobacteria	Betaproteobacteria	Burkholderiales	Burkholderiaceae	Ralstonia	Unknown
2609460069	Ralstonia_solanacearum_NCPPB909	PA	PA	Burkholderiales	Proteobacteria	Betaproteobacteria	Burkholderiales	Burkholderiaceae	Ralstonia	Unknown
2568526698	Ralstonia_solanacearum_P673	PA	PA	Burkholderiales	Proteobacteria	Betaproteobacteria	Burkholderiales	Burkholderiaceae	Ralstonia	Unknown
651053062	Ralstonia_solanacearum_Po82	PA	PA	Burkholderiales	Proteobacteria	Betaproteobacteria	Burkholderiales	Burkholderiaceae	Ralstonia	Unknown
2597489963	Ralstonia_solanacearum_Rs-09-161	PA	PA	Burkholderiales	Proteobacteria	Betaproteobacteria	Burkholderiales	Burkholderiaceae	Ralstonia	Unknown
2597490080	Ralstonia_solanacearum_Rs-10-244	PA	PA	Burkholderiales	Proteobacteria	Betaproteobacteria	Burkholderiales	Burkholderiaceae	Ralstonia	Unknown
2554235178	Ralstonia_solanacearum_SD54	PA	PA	Burkholderiales	Proteobacteria	Betaproteobacteria	Burkholderiales	Burkholderiaceae	Ralstonia	Unknown
2636416094	Ralstonia_solanacearum_UW551	PA	PA	Burkholderiales	Proteobacteria	Betaproteobacteria	Burkholderiales	Burkholderiaceae	Ralstonia	Unknown
2558309000	Simplicispira_psychrophila_DSM_11588	PA	PA	Burkholderiales	Proteobacteria	Betaproteobacteria	Burkholderiales	Comamonadaceae	Simplicispira	Unknown
649633106	Variovorax_paradoxus_EPS	PA	PA	Burkholderiales	Proteobacteria	Betaproteobacteria	Burkholderiales	Comamonadaceae	Variovorax	Unknown
644736413	Variovorax_paradoxus_S110	PA	PA	Burkholderiales	Proteobacteria	Betaproteobacteria	Burkholderiales	Comamonadaceae	Variovorax	Unknown
2634166347	Acidovorax_citrulli_DSM_17060	PA	PA	Burkholderiales	Proteobacteria	Betaproteobacteria	Burkholderiales	Comamonadaceae	Acidovorax	Unknown
2630968654	Acidovorax_citrulli_pslbtw65	PA	PA	Burkholderiales	Proteobacteria	Betaproteobacteria	Burkholderiales	Comamonadaceae	Acidovorax	Unknown
2630968965	Acidovorax_citrulli_tw6	PA	PA	Burkholderiales	Proteobacteria	Betaproteobacteria	Burkholderiales	Comamonadaceae	Acidovorax	Unknown
2634166315	Acidovorax_konjaci_DSM_7481	PA	PA	Burkholderiales	Proteobacteria	Betaproteobacteria	Burkholderiales	Comamonadaceae	Acidovorax	Unknown
2522125168	Dyadobacter_beijingensis_DSM_21582	PA	PA	Bacteroidetes	Bacteroidetes	Cytophagia	Cytophagales	Cytophagaceae	Dyadobacter	Unknown
644736356	"Dyadobacter_fermentans_NS114,_DSM_18053"	PA	PA	Bacteroidetes	Bacteroidetes	Cytophagia	Cytophagales	Cytophagaceae	Dyadobacter	Unknown
2524614645	Runella_zeae_DSM_19591	PA	PA	Bacteroidetes	Bacteroidetes	Cytophagia	Cytophagales	Cytophagaceae	Runella	Unknown
2622736583	Spirosoma_endophyticum_DSM_26130	PA	PA	Bacteroidetes	Bacteroidetes	Cytophagia	Cytophagales	Cytophagaceae	Spirosoma	Unknown
2643221924	Dyadobacter_sp._Leaf189	PA	PA	Bacteroidetes	Bacteroidetes	Cytophagia	Cytophagales	Cytophagaceae	Dyadobacter	Cologne
2585428061	Chryseobacterium_sp._CF356	PA	PA	Bacteroidetes	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Chryseobacterium	Populus
2582581278	Chryseobacterium_sp._CF365	PA	PA	Bacteroidetes	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Chryseobacterium	Populus
2582581873	Chryseobacterium_sp._OV259	PA	PA	Bacteroidetes	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Chryseobacterium	Populus
2588253712	Chryseobacterium_sp._OV279	PA	PA	Bacteroidetes	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Chryseobacterium	Unknown
2585428045	Chryseobacterium_sp._OV705	PA	PA	Bacteroidetes	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Chryseobacterium	Populus
2585428060	Chryseobacterium_sp._OV715	PA	PA	Bacteroidetes	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Chryseobacterium	Populus
2585428095	Chryseobacterium_sp._YR005	PA	PA	Bacteroidetes	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Chryseobacterium	Populus
2588254255	Chryseobacterium_sp._YR221	PA	PA	Bacteroidetes	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Chryseobacterium	Populus
2585428185	Chryseobacterium_sp._YR459	PA	PA	Bacteroidetes	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Chryseobacterium	Populus
2585428187	Chryseobacterium_sp._YR460	PA	PA	Bacteroidetes	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Chryseobacterium	Populus
2585428182	Chryseobacterium_sp._YR477	PA	PA	Bacteroidetes	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Chryseobacterium	Populus
2585428184	Chryseobacterium_sp._YR480	PA	PA	Bacteroidetes	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Chryseobacterium	Populus
2585428183	Chryseobacterium_sp._YR485	PA	PA	Bacteroidetes	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Chryseobacterium	Populus
2615840595	Flavobacterium_sp._FV08	PA	PA	Bacteroidetes	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Flavobacterium	Populus
2588254257	Chryseobacterium_sp._YR203	PA	PA	Bacteroidetes	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Chryseobacterium	Populus
2643221928	Flavobacterium_sp._Leaf359	PA	PA	Bacteroidetes	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Flavobacterium	Cologne
2643221790	Flavobacterium_sp._Leaf82	PA	PA	Bacteroidetes	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Flavobacterium	Cologne
2643221822	Chryseobacterium_sp._Leaf404	PA	PA	Bacteroidetes	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Chryseobacterium	Cologne
2643221740	Chryseobacterium_sp._Leaf201	PA	PA	Bacteroidetes	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Chryseobacterium	Cologne
2643221937	Chryseobacterium_sp._Leaf394	PA	PA	Bacteroidetes	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Chryseobacterium	Cologne
2643221823	Chryseobacterium_sp._Leaf405	PA	PA	Bacteroidetes	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Chryseobacterium	Cologne
2643221920	Chryseobacterium_sp._Leaf180	PA	PA	Bacteroidetes	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Chryseobacterium	Cologne
2523533629	Chryseobacterium_palustre_DSM_21579	PA	PA	Bacteroidetes	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Chryseobacterium	Unknown
2519899754	Flavobacterium_sp._F52	PA	PA	Bacteroidetes	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Flavobacterium	Unknown
2643221785	Paenibacillus_sp._Leaf72	PA	PA	Bacillales	Firmicutes	Bacilli	Bacillales	Paenibacillaceae	Paenibacillus	Cologne
2541047089	Paenibacillus_alvei_A6-6i-x	PA	PA	Bacillales	Firmicutes	Bacilli	Bacillales	Paenibacillaceae	Paenibacillus	Unknown
2512564039	Paenibacillus_mucilaginosus_3016	PA	PA	Bacillales	Firmicutes	Bacilli	Bacillales	Paenibacillaceae	Paenibacillus	Unknown
2563366752	Paenibacillus_pini_JCM_16418	PA	PA	Bacillales	Firmicutes	Bacilli	Bacillales	Paenibacillaceae	Paenibacillus	Unknown
2524023129	Paenibacillus_pinihumi_DSM_23905	PA	PA	Bacillales	Firmicutes	Bacilli	Bacillales	Paenibacillaceae	Paenibacillus	Unknown
2609460170	Paenibacillus_polymyxa_CICC_10580	PA	PA	Bacillales	Firmicutes	Bacilli	Bacillales	Paenibacillaceae	Paenibacillus	Unknown
2556921003	Paenibacillus_polymyxa_CR1	PA	PA	Bacillales	Firmicutes	Bacilli	Bacillales	Paenibacillaceae	Paenibacillus	Unknown
648028048	Paenibacillus_polymyxa_E681	PA	PA	Bacillales	Firmicutes	Bacilli	Bacillales	Paenibacillaceae	Paenibacillus	Unknown
2588253742	Paenibacillus_polymyxa_SQR-21	PA	PA	Bacillales	Firmicutes	Bacilli	Bacillales	Paenibacillaceae	Paenibacillus	Unknown
2576861424	Paenibacillus_sabinae_T27	PA	PA	Bacillales	Firmicutes	Bacilli	Bacillales	Paenibacillaceae	Paenibacillus	Unknown
644736396	Paenibacillus_sp._JDR-2	PA	PA	Bacillales	Firmicutes	Bacilli	Bacillales	Paenibacillaceae	Paenibacillus	Unknown
2600255062	Paenibacillus_sp._WLY78	PA	PA	Bacillales	Firmicutes	Bacilli	Bacillales	Paenibacillaceae	Paenibacillus	Unknown
2585428046	Pseudomonas_putida_PD1	PA	PA	Pseudomonas	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	Populus
2609459712	Pseudomonas_sp._OK602	PA	PA	Pseudomonas	Proteobacteria	unclassified	unclassified	unclassified	Pseudomonas	Populus
2609459739	Pseudomonas_sp._Snoq117.2	PA	PA	Pseudomonas	Proteobacteria	unclassified	unclassified	unclassified	Pseudomonas	Populus
2643221746	Pseudomonas_sp._Leaf15	PA	PA	Pseudomonas	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	Cologne
2643221791	Pseudomonas_sp._Leaf83	PA	PA	Pseudomonas	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	Cologne
2643221942	Pseudomonas_sp._Leaf434	PA	PA	Pseudomonas	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	Cologne
2643221775	Pseudomonas_sp._Leaf58	PA	PA	Pseudomonas	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	Cologne
2643221892	Pseudomonas_sp._Leaf127	PA	PA	Pseudomonas	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	Cologne
2643221771	Pseudomonas_sp._Leaf48	PA	PA	Pseudomonas	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	Cologne
2643221805	Pseudomonas_sp._Leaf129	PA	PA	Pseudomonas	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	Cologne
2534681678	Pseudomonas_aeruginosa_E2	PA	PA	Pseudomonas	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	Unknown
2511231183	Pseudomonas_aeruginosa_M18	PA	PA	Pseudomonas	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	Unknown
2554235132	Pseudomonas_aeruginosa_PGPR2	PA	PA	Pseudomonas	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	Unknown
2574179764	Pseudomonas_aeruginosa_PUPa3	PA	PA	Pseudomonas	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	Unknown
650716074	Pseudomonas_brassicacearum_brassicacearum_NFM421	PA	PA	Pseudomonas	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	Unknown
2565956580	Pseudomonas_brassicacearum_DF41	PA	PA	Pseudomonas	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	Unknown
2579778744	Pseudomonas_chlororaphis_aurantiaca_PB-St2	PA	PA	Pseudomonas	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	Unknown
2597489887	Pseudomonas_chlororaphis_aureofaciens_30-84	PA	PA	Pseudomonas	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	Unknown
2512047018	Pseudomonas_chlororaphis_chlororaphis_GP72	PA	PA	Pseudomonas	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	Unknown
2526164786	Pseudomonas_chlororaphis_HT66	PA	PA	Pseudomonas	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	Unknown
2597489885	Pseudomonas_chlororaphis_O6	PA	PA	Pseudomonas	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	Unknown
2585427645	Pseudomonas_chlororaphis_PA23	PA	PA	Pseudomonas	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	Unknown
2582580891	Pseudomonas_chlororaphis_YL-1	PA	PA	Pseudomonas	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	Unknown
2579778861	Pseudomonas_cichorii_JBC1	PA	PA	Pseudomonas	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	Unknown
2585427826	Pseudomonas_corrugata_CFBP_5454	PA	PA	Pseudomonas	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	Unknown
2523533534	Pseudomonas_cremoricolorata_DSM_17059	PA	PA	Pseudomonas	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	Unknown
2603880217	Pseudomonas_fluorescens_A2-S9	PA	PA	Pseudomonas	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	Unknown
2561511156	Pseudomonas_fluorescens_A506	PA	PA	Pseudomonas	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	Unknown
2541047480	Pseudomonas_fluorescens_BRIP34879	PA	PA	Pseudomonas	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	Unknown
2554235341	Pseudomonas_fluorescens_CHA0	PA	PA	Pseudomonas	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	Unknown
2511231156	Pseudomonas_fluorescens_F113	PA	PA	Pseudomonas	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	Unknown
2597489886	Pseudomonas_fluorescens_Q2-87	PA	PA	Pseudomonas	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	Unknown
2597489890	Pseudomonas_fluorescens_Q8r1-96	PA	PA	Pseudomonas	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	Unknown
649633086	Pseudomonas_fluorescens_SBW25	PA	PA	Pseudomonas	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	Unknown
2597489888	Pseudomonas_fluorescens_SS101	PA	PA	Pseudomonas	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	Unknown
649989991	Pseudomonas_fluorescens_WH6	PA	PA	Pseudomonas	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	Unknown
2548876985	Pseudomonas_fuscovaginae_UPB0736	PA	PA	Pseudomonas	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	Unknown
2596583589	Pseudomonas_mediterranea_CFBP5447	PA	PA	Pseudomonas	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	Unknown
2523533547	Pseudomonas_parafulva_DSM_17004	PA	PA	Pseudomonas	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	Unknown
2540341095	Pseudomonas_poae_RE*1-1-14	PA	PA	Pseudomonas	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	Unknown
2623620736	Pseudomonas_protegens_Pf-5	PA	PA	Pseudomonas	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	Unknown
650377963	Pseudomonas_putida_BIRD-1	PA	PA	Pseudomonas	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	Unknown
2554235231	Pseudomonas_putida_MTCC_5279	PA	PA	Pseudomonas	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	Unknown
2571042598	Pseudomonas_putida_S610	PA	PA	Pseudomonas	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	Unknown
2519899536	Pseudomonas_sp._UW4	PA	PA	Pseudomonas	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	Unknown
641522646	Pseudomonas_putida_W619	PA	PA	Pseudomonas	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	Unknown
648861013	Pseudomonas_savastanoi_pv._savastanoi_NCPPB_3335	PA	PA	Pseudomonas	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	Unknown
2585427642	Pseudomonas_simiae_WCS417	PA	PA	Pseudomonas	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	Unknown
2597489889	Pseudomonas_sp._BG33R	PA	PA	Pseudomonas	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	Unknown
2511231010	Pseudomonas_sp._GM25	PA	PA	Pseudomonas	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	Unknown
2511231014	Pseudomonas_sp._GM48	PA	PA	Pseudomonas	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	Unknown
2511231020	Pseudomonas_sp._GM74	PA	PA	Pseudomonas	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	Unknown
2582581026	Pseudomonas_sp._P482	PA	PA	Pseudomonas	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	Unknown
2548876981	Pseudomonas_sp._R81	PA	PA	Pseudomonas	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	Unknown
2579779090	Pseudomonas_sp._RIT288	PA	PA	Pseudomonas	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	Unknown
2579778624	Pseudomonas_sp._RIT357	PA	PA	Pseudomonas	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	Unknown
2585427641	Pseudomonas_sp._WCS374	PA	PA	Pseudomonas	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	Unknown
640427133	Pseudomonas_stutzeri_A1501	PA	PA	Pseudomonas	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	Unknown
651053060	"Pseudomonas_stutzeri_CMT.A.9,_DSM_4166"	PA	PA	Pseudomonas	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	Unknown
2609460275	Pseudomonas_syringae_Alf3	PA	PA	Pseudomonas	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	Unknown
2541047481	Pseudomonas_syringae_BRIP34881	PA	PA	Pseudomonas	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	Unknown
2541047482	Pseudomonas_syringae_BRIP39023	PA	PA	Pseudomonas	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	Unknown
2548876750	Pseudomonas_syringae_ICMP_18804	PA	PA	Pseudomonas	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	Unknown
2571042114	Pseudomonas_syringae_KCTC_12500	PA	PA	Pseudomonas	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	Unknown
2506783055	Pseudomonas_syringae_PacA10853	PA	PA	Pseudomonas	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	Unknown
2505313061	Pseudomonas_syringae_PavISPaVe013_(Psy117)	PA	PA	Pseudomonas	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	Unknown
2505313062	Pseudomonas_syringae_PavISPaVe037_(Psy119)	PA	PA	Pseudomonas	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	Unknown
2505313027	Pseudomonas_syringae_Pci0788_9	PA	PA	Pseudomonas	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	Unknown
2505313040	Pseudomonas_syringae_PgyBR1_(Psy13)	PA	PA	Pseudomonas	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	Unknown
2505313043	Pseudomonas_syringae_PgyKN44_(Psy16)	PA	PA	Pseudomonas	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	Unknown
2505313042	Pseudomonas_syringae_PgyLN10_(Psy15)	PA	PA	Pseudomonas	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	Unknown
2505313041	Pseudomonas_syringae_PgyUnB647_(Psy14)	PA	PA	Pseudomonas	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	Unknown
2505313044	Pseudomonas_syringae_PlaYM7902_(Psy27)	PA	PA	Pseudomonas	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	Unknown
2505313046	Pseudomonas_syringae_PmaES4326_(Psy34)	PA	PA	Pseudomonas	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	Unknown
2505313049	Pseudomonas_syringae_PmaKN91_(Psy41)	PA	PA	Pseudomonas	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	Unknown
2505313048	Pseudomonas_syringae_PmaYM7930_(Psy40)	PA	PA	Pseudomonas	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	Unknown
2505313050	Pseudomonas_syringae_PmeN6801_(Psy44)	PA	PA	Pseudomonas	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	Unknown
2508501072	Pseudomonas_syringae_Pph1448A_(1448A_gold_standard)	PA	PA	Pseudomonas	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	Unknown
2505313058	Pseudomonas_syringae_PphHB10Y_(Psy102)	PA	PA	Pseudomonas	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	Unknown
2505313052	Pseudomonas_syringae_PphNPS3121_(Psy56)	PA	PA	Pseudomonas	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	Unknown
2505313051	Pseudomonas_syringae_PphY5_2_(Psy55)	PA	PA	Pseudomonas	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	Unknown
2505313053	Pseudomonas_syringae_PseHC_1_(Psy67)	PA	PA	Pseudomonas	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	Unknown
2506783057	Pseudomonas_syringae_Psv4352	PA	PA	Pseudomonas	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	Unknown
2506783058	Pseudomonas_syringae_PsyB48	PA	PA	Pseudomonas	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	Unknown
2505313054	Pseudomonas_syringae_Pta6606_(Psy83)	PA	PA	Pseudomonas	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	Unknown
2531839611	Pseudomonas_syringae_pv._glycinea_B076	PA	PA	Pseudomonas	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	Unknown
2597489895	Pseudomonas_syringae_pv._actinidiae_ICMP_18884	PA	PA	Pseudomonas	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	Unknown
2508501056	Pseudomonas_syringae_pv._aesculi_0893_23	PA	PA	Pseudomonas	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	Unknown
2507262018	Pseudomonas_syringae_pv._lachrymans_107_MAFF301315	PA	PA	Pseudomonas	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	Unknown
